"","Astrocytes","Excitatory Neurons","Inhibitory Neurons","Microglia","OPCs","Oligodendrocytes","Vascular Cells"
"Sec24b",9,26,21,6,7,17,4
"Sec24c",5,27,13,2,6,6,1
"Sec24d",0,19,5,2,0,3,2
"Sec31a",14,28,21,7,9,17,9
"Sec31b",0,0,1,0,1,0,0
"Sec61a1",6,11,11,2,2,4,2
"Sec61a2",7,17,12,4,6,11,1
"Sec61b",2,3,3,2,2,3,1
"Sec61g",2,6,3,1,1,1,1
"Sec62",7,9,8,5,6,7,4
"Sec63",19,23,20,8,15,20,7
"Secisbp2",9,15,13,6,7,12,4
"Secisbp2l",11,18,17,7,9,16,8
"Seh1l",6,8,7,1,1,7,1
"Sel1l",10,23,19,6,12,17,6
"Sel1l3",6,26,25,4,6,11,0
"Sele",0,0,0,0,0,0,0
"Selenbp1",4,1,0,0,0,1,1
"Selenbp2",0,0,0,0,0,0,0
"Selenof",4,4,4,2,4,4,3
"Selenoh",3,6,4,3,1,3,1
"Selenoi",6,11,10,3,3,5,1
"Selenok",4,4,4,2,3,4,3
"Selenom",4,4,4,1,3,4,2
"Selenon",4,12,8,2,3,5,0
"Selenoo",1,9,5,2,1,3,1
"Selenop",5,4,3,4,0,5,4
"Selenos",5,7,6,5,5,5,5
"Selenot",5,5,5,4,4,5,4
"Selenov",0,5,2,0,0,1,0
"Selenow",3,6,5,2,4,5,3
"Sell",0,0,0,0,0,1,0
"Selplg",0,1,1,2,0,1,0
"Sem1",3,2,2,2,2,2,2
"Sema3a",1,19,17,2,1,4,7
"Sema3b",0,1,0,0,0,1,2
"Sema3c",0,12,14,0,1,3,3
"Sema3d",1,11,7,0,9,9,6
"Sema3e",4,16,13,2,5,6,0
"Sema3f",0,19,3,0,0,1,0
"Sema3g",0,0,0,0,0,0,0
"Sema4a",10,20,11,2,1,10,0
"Sema4b",10,14,3,2,0,4,0
"Sema4c",4,16,6,2,1,9,2
"Sema4d",11,19,11,10,4,18,2
"Sema4f",0,13,9,1,1,5,0
"Sema4g",5,9,17,4,5,4,0
"Sema5a",2,24,20,3,10,18,4
"Sema5b",6,21,10,1,11,6,1
"Sema6a",5,17,15,0,6,16,0
"Sema6b",0,16,14,1,3,3,0
"Sema6c",1,22,15,0,3,5,0
"Sema6d",19,24,19,3,12,21,5
"Sema7a",2,14,13,1,2,11,1
"Senp1",10,20,16,3,5,9,5
"Senp2",12,16,15,10,5,14,6
"Senp3",7,12,8,5,5,8,4
"Senp5",7,12,9,1,5,8,2
"Senp6",21,32,27,14,17,26,10
"Senp7",22,41,36,14,11,26,9
"Senp8",0,4,1,1,0,1,0
"Sephs1",2,9,7,0,5,6,1
"Sepsecs",3,9,8,2,3,6,2
"Septin1",0,2,2,1,0,2,1
"Septin10",3,7,5,0,1,3,0
"Septin11",8,18,15,7,3,12,6
"Septin2",6,19,12,3,5,13,6
"Septin3",4,13,9,2,3,5,0
"Septin4",9,18,12,2,4,17,4
"Septin5",0,1,1,0,0,1,0
"Septin6",6,11,9,2,1,6,2
"Septin7",14,20,15,10,13,18,11
"Septin8",10,12,11,1,6,12,4
"Septin9",4,12,5,1,1,3,3
"Serac1",8,20,15,0,5,15,1
"Serbp1",9,11,10,6,6,9,6
"Serf1",2,3,3,1,2,2,1
"Serf2",3,4,4,2,3,4,3
"Sergef",6,13,13,1,3,5,1
"Serhl",5,1,1,0,3,1,0
"Serinc1",8,8,8,7,7,8,5
"Serinc2",1,8,1,0,0,1,0
"Serinc3",7,12,9,9,3,9,8
"Serinc4",2,4,2,0,1,1,0
"Serinc5",5,11,8,3,6,11,3
"Serp1",2,2,2,2,2,2,2
"Serp2",2,5,4,0,1,3,0
"Serpina12",0,1,0,0,0,0,0
"Serpina1e",0,0,0,0,0,0,0
"Serpina1f",0,0,0,0,0,0,0
"Serpina3i",0,0,1,0,0,0,0
"Serpina3n",0,1,2,0,0,0,0
"Serpina9",0,2,1,0,0,0,0
"Serpinb11",0,1,1,0,0,0,0
"Serpinb1a",3,4,0,0,0,6,0
"Serpinb1b",0,1,2,0,0,0,0
"Serpinb5",1,1,0,0,0,0,0
"Serpinb6a",5,18,11,2,3,11,6
"Serpinb6b",0,0,0,0,0,0,1
"Serpinb6c",0,3,0,0,0,0,0
"Serpinb6e",0,0,1,0,0,0,0
"Serpinb8",0,9,4,1,1,3,0
"Serpinb9",1,4,1,0,1,0,1
"Serpinc1",0,1,1,0,0,0,0
"Serpind1",0,0,0,0,0,0,1
"Serpine1",0,1,1,0,0,0,0
"Serpine2",8,8,6,6,8,5,3
"Serpine3",0,0,0,0,0,0,0
"Serpinf1",2,4,3,2,0,2,5
"Serping1",0,2,1,0,0,0,2
"Serpinh1",4,1,0,0,1,3,1
"Serpini1",7,9,8,3,3,8,4
"Sertad1",0,1,0,0,0,0,0
"Sertad2",0,3,2,0,0,1,0
"Sertad4",0,4,3,0,0,0,0
"Sertm1",0,2,1,0,0,0,0
"Sesn1",5,10,7,2,3,7,4
"Sesn2",0,7,3,0,0,1,0
"Sesn3",7,9,9,1,4,5,3
"Sestd1",7,19,16,1,7,11,3
"Set",7,7,7,4,6,7,3
"Setbp1",2,5,4,1,1,4,2
"Setd1a",4,7,8,2,2,4,2
"Setd1b",5,16,11,2,3,8,2
"Setd2",13,25,21,10,11,20,4
"Setd3",9,15,12,5,7,11,3
"Setd4",4,19,8,4,4,6,3
"Setd5",19,32,29,9,16,25,7
"Setd6",1,9,3,0,0,1,0
"Setd7",3,8,7,1,4,6,2
"Setdb1",8,23,18,4,5,13,4
"Setdb2",2,14,10,2,4,8,2
"Setmar",0,1,1,0,0,0,0
"Setx",17,30,25,5,8,18,4
"Sez6",2,18,16,2,3,4,0
"Sez6l",1,20,11,2,3,12,0
"Sez6l2",6,16,15,3,4,16,3
"Sf1",7,17,14,9,4,13,5
"Sf3a1",9,15,14,1,5,7,2
"Sf3a2",3,8,5,0,1,1,0
"Sf3a3",9,16,12,6,4,14,4
"Sf3b1",25,28,27,21,21,24,15
"Sf3b2",14,22,22,7,12,18,8
"Sf3b3",7,24,16,5,7,12,3
"Sf3b4",0,4,4,1,0,3,0
"Sf3b6",3,4,3,3,3,3,1
"Sfi1",9,34,18,7,6,11,4
"Sfmbt1",6,24,19,6,5,10,3
"Sfmbt2",0,14,7,0,1,1,0
"Sfpq",9,14,10,6,7,11,7
"Sfr1",3,3,3,1,2,3,2
"Sfrp1",2,2,1,0,0,1,1
"Sfrp2",0,1,1,0,0,0,0
"Sfrp4",0,3,2,0,0,0,0
"Sfrp5",0,0,0,0,0,0,0
"Sfswap",12,23,20,10,9,17,4
"Sft2d1",2,7,7,1,0,2,1
"Sft2d2",5,5,1,2,0,5,0
"Sfta2",0,1,0,0,0,0,0
"Sftpc",1,2,1,0,0,0,0
"Sfxn1",9,10,8,4,7,4,3
"Sfxn2",3,11,4,1,2,2,5
"Sfxn3",2,13,12,0,1,6,1
"Sfxn4",7,15,10,3,4,2,2
"Sfxn5",16,17,15,3,4,11,0
"Sgca",1,2,2,0,0,0,0
"Sgcb",4,5,4,0,4,5,0
"Sgcd",2,10,7,0,3,3,2
"Sgce",9,14,12,4,7,11,3
"Sgcg",0,0,0,0,0,0,0
"Sgcz",0,7,3,0,0,0,0
"Sgf29",2,10,6,1,3,3,1
"Sgip1",16,35,32,3,8,17,5
"Sgk1",3,16,13,4,4,12,8
"Sgk2",0,0,1,0,0,8,0
"Sgk3",11,23,12,7,8,13,1
"Sgms1",8,14,9,6,3,6,5
"Sgms2",0,2,0,0,0,0,1
"Sgo1",1,2,4,1,2,0,0
"Sgo2a",0,3,2,0,2,1,0
"Sgo2b",0,2,0,0,0,0,0
"Sgpl1",9,17,12,6,6,7,3
"Sgpp1",2,2,2,1,1,1,2
"Sgpp2",0,5,4,2,1,3,2
"Sgsh",0,0,0,0,0,1,0
"Sgsm1",3,25,21,0,2,5,2
"Sgsm2",4,25,13,1,3,4,2
"Sgsm3",6,24,16,5,4,13,0
"Sgta",5,14,11,2,6,6,0
"Sgtb",8,13,10,3,2,6,3
"Sh2b1",3,9,7,0,0,3,1
"Sh2b2",1,7,2,0,0,0,0
"Sh2b3",0,7,3,0,1,1,1
"Sh2d3c",0,9,5,0,0,0,0
"Sh2d4a",0,4,0,0,0,0,0
"Sh2d4b",0,7,3,0,0,1,0
"Sh2d5",0,7,8,1,0,1,0
"Sh2d6",0,2,1,1,0,1,0
"Sh3bgr",0,5,5,0,0,0,0
"Sh3bgrl",3,4,3,0,2,3,1
"Sh3bgrl2",1,4,2,0,0,1,0
"Sh3bgrl3",3,3,3,2,1,2,1
"Sh3bp1",1,1,0,0,0,0,0
"Sh3bp2",0,2,2,2,0,5,0
"Sh3bp4",0,3,2,0,3,3,1
"Sh3bp5",3,8,6,0,4,4,3
"Sh3bp5l",2,7,6,0,0,4,2
"Sh3d19",2,22,12,0,10,25,5
"Sh3d21",4,5,1,0,0,0,3
"Sh3gl1",3,9,7,1,0,7,0
"Sh3gl2",3,11,8,3,3,6,2
"Sh3gl3",1,12,11,0,4,12,1
"Sh3glb1",8,13,12,8,6,8,6
"Sh3glb2",10,13,11,2,2,10,2
"Sh3kbp1",5,21,14,7,4,15,1
"Sh3pxd2a",1,14,10,3,1,0,1
"Sh3pxd2b",9,10,4,1,4,1,1
"Sh3rf1",3,12,10,0,3,5,3
"Sh3rf2",0,0,3,0,0,0,0
"Sh3rf3",2,9,9,0,1,2,1
"Sh3tc1",0,4,1,3,0,3,1
"Sh3tc2",1,1,0,1,0,7,0
"Sh3yl1",2,10,4,1,0,1,0
"Shank1",9,30,24,4,7,13,2
"Shank2",1,23,13,0,2,7,2
"Shank3",2,23,17,0,4,5,1
"Sharpin",6,12,8,3,5,7,2
"Shb",0,4,3,0,0,1,0
"Shc1",4,9,6,1,0,5,2
"Shc2",0,13,10,0,2,3,0
"Shc3",6,12,10,0,2,2,0
"Shc4",1,10,5,0,7,3,0
"Shcbp1",2,9,2,0,2,3,0
"Shcbp1l",0,10,5,0,1,8,0
"Shd",3,7,4,0,2,0,0
"She",0,0,0,0,0,0,1
"Shf",3,7,6,0,0,4,0
"Shfl",3,8,7,2,4,4,3
"Shh",0,1,1,0,0,0,0
"Shisa2",0,1,0,0,0,0,0
"Shisa3",0,0,0,0,0,0,0
"Shisa4",4,6,3,2,2,4,2
"Shisa5",3,6,3,2,1,2,0
"Shisa6",0,5,2,0,1,1,0
"Shisa7",0,6,5,0,1,2,0
"Shisa8",0,2,2,0,0,2,0
"Shisa9",4,8,6,0,2,5,2
"Shisal1",2,5,4,0,2,4,0
"Shisal2a",0,1,0,0,0,1,1
"Shisal2b",0,2,2,0,0,0,0
"Shkbp1",2,9,5,0,1,1,0
"Shld1",1,2,1,1,1,1,1
"Shld2",4,16,11,4,2,8,0
"Shmt1",0,5,2,0,0,4,0
"Shmt2",1,12,6,1,1,4,0
"Shoc1",0,0,0,0,0,0,0
"Shoc2",6,11,10,3,2,7,2
"Shpk",0,4,2,0,0,2,0
"Shprh",17,30,25,10,10,19,5
"Shq1",0,9,6,1,2,0,0
"Shroom1",0,6,4,0,1,1,0
"Shroom2",2,8,6,1,4,6,1
"Shroom3",1,7,2,0,0,3,0
"Shroom4",2,3,1,0,1,1,1
"Shtn1",1,17,13,4,5,14,4
"Siae",4,12,7,2,2,5,1
"Siah1a",0,1,1,1,1,1,0
"Siah1b",0,3,1,0,0,1,0
"Siah2",0,1,1,0,0,1,0
"Siah3",0,1,1,0,0,1,0
"Sidt1",5,27,19,4,2,7,2
"Sidt2",13,26,21,5,3,18,4
"Sigirr",0,1,0,0,0,0,0
"Siglec1",0,0,0,1,0,0,0
"Siglec15",0,0,0,0,0,0,0
"Siglece",0,0,0,1,0,0,0
"Siglecf",0,1,1,0,1,0,0
"Siglecg",0,0,0,2,0,0,0
"Siglech",0,4,5,7,0,7,1
"Sigmar1",1,7,3,0,2,3,1
"Sik1",2,7,4,1,1,2,3
"Sik2",4,16,10,5,3,13,3
"Sik3",15,24,19,3,5,20,6
"Sike1",3,4,4,2,2,4,2
"Sil1",2,11,6,2,1,3,2
"Simc1",4,10,9,1,2,4,0
"Sin3a",12,25,17,4,3,14,3
"Sin3b",13,19,17,4,5,13,3
"Sinhcaf",0,1,0,0,0,0,0
"Sipa1",5,8,5,8,0,6,3
"Sipa1l1",11,36,28,9,13,20,5
"Sipa1l2",5,19,14,4,3,4,1
"Sipa1l3",4,18,13,2,1,6,1
"Sirpa",9,13,9,9,4,7,4
"Sirpb1a",0,0,0,0,0,0,0
"Sirpb1b",0,0,0,0,0,0,0
"Sirpb1c",0,0,0,1,0,0,0
"Sirt1",6,11,6,4,5,7,4
"Sirt2",6,19,12,2,11,15,1
"Sirt3",3,12,5,2,1,4,1
"Sirt4",5,7,6,2,3,5,2
"Sirt5",7,11,11,4,4,8,2
"Sirt6",4,8,5,0,3,4,0
"Sirt7",6,14,10,3,3,9,2
"Sis",0,1,1,0,0,3,0
"Siva1",2,4,3,1,2,3,1
"Six2",1,1,1,0,0,1,1
"Six3",0,0,1,0,0,0,0
"Six4",0,1,0,0,0,0,0
"Six5",1,0,0,0,0,0,0
"Ska1",1,0,1,0,0,1,0
"Ska2",2,5,4,0,1,2,0
"Ska3",0,4,3,0,0,1,0
"Skap1",0,10,2,0,0,1,0
"Skap2",6,12,6,7,1,10,3
"Ski",5,7,6,4,1,4,0
"Skida1",0,2,0,0,0,0,0
"Skil",1,8,5,3,1,4,2
"Skint1",0,1,0,0,0,0,0
"Skint11",0,1,0,0,0,0,0
"Skint2",0,0,0,0,0,0,0
"Skiv2l",6,28,19,3,6,14,2
"Skp1",5,9,8,2,4,6,3
"Skp2",2,10,9,0,3,2,0
"Sla",0,5,1,3,0,0,0
"Sla2",0,5,0,0,0,0,0
"Slain1",0,7,7,0,1,7,0
"Slain2",1,10,6,2,3,6,2
"Slamf1",0,1,0,1,0,0,0
"Slamf6",0,2,0,1,0,0,0
"Slamf7",0,0,0,0,0,0,0
"Slamf9",0,0,0,1,0,0,0
"Slbp",1,6,6,1,2,3,1
"Slc10a1",0,0,0,0,0,0,0
"Slc10a7",10,14,10,4,5,9,5
"Slc11a1",0,1,0,4,0,2,0
"Slc11a2",4,16,13,2,4,9,1
"Slc12a1",0,2,1,0,0,0,0
"Slc12a2",16,27,25,13,14,27,11
"Slc12a3",0,2,0,0,0,1,0
"Slc12a4",12,11,6,0,9,5,0
"Slc12a5",3,31,26,6,3,16,0
"Slc12a6",0,2,0,0,0,1,0
"Slc12a7",3,1,3,0,0,1,6
"Slc12a8",0,3,2,0,0,1,0
"Slc12a9",1,13,5,8,1,6,0
"Slc13a1",0,3,1,0,0,0,0
"Slc13a2",0,0,0,0,0,0,0
"Slc13a3",4,1,0,0,0,1,6
"Slc13a4",0,1,0,0,0,1,10
"Slc13a5",11,11,4,1,6,4,0
"Slc14a1",4,2,0,1,0,0,0
"Slc14a2",0,0,0,0,0,0,0
"Slc15a1",0,1,0,0,0,0,0
"Slc15a2",19,13,9,2,2,13,2
"Slc15a3",0,1,1,4,0,0,0
"Slc15a4",0,10,6,0,1,8,0
"Slc15a5",0,0,0,0,1,0,0
"Slc16a1",3,4,2,0,1,4,2
"Slc16a10",0,7,3,1,0,2,1
"Slc16a11",1,6,5,1,1,2,2
"Slc16a12",0,3,2,0,1,0,2
"Slc16a13",0,3,1,0,0,0,0
"Slc16a14",0,5,4,0,0,0,0
"Slc16a2",3,5,3,0,1,2,1
"Slc16a3",0,1,0,1,0,0,0
"Slc16a4",0,6,0,0,0,0,2
"Slc16a6",0,7,5,5,2,3,4
"Slc16a7",0,18,11,3,3,10,0
"Slc16a9",3,1,1,0,0,0,2
"Slc17a2",0,0,1,0,0,0,0
"Slc17a3",0,2,0,0,0,0,0
"Slc17a5",8,13,13,7,6,8,3
"Slc17a6",2,12,5,2,0,5,0
"Slc17a7",8,13,11,6,4,11,1
"Slc17a8",0,8,2,0,0,0,0
"Slc17a9",0,1,0,3,0,0,0
"Slc18a1",0,3,1,0,0,1,0
"Slc18a2",0,0,0,0,0,0,0
"Slc18b1",4,13,9,3,3,1,0
"Slc19a1",1,5,2,2,1,1,3
"Slc19a2",1,5,3,0,0,2,1
"Slc19a3",0,0,0,0,0,0,0
"Slc1a1",2,5,5,2,4,4,2
"Slc1a2",15,17,12,6,10,13,6
"Slc1a3",10,8,8,5,6,8,6
"Slc1a4",7,7,7,1,3,3,1
"Slc1a5",0,0,0,0,0,1,2
"Slc1a6",1,8,8,0,3,3,1
"Slc20a1",11,11,11,3,3,10,3
"Slc20a2",6,13,9,1,2,7,4
"Slc22a1",0,3,1,0,0,1,0
"Slc22a12",1,0,0,0,0,0,0
"Slc22a13",0,0,1,0,0,0,0
"Slc22a13b",1,4,1,1,1,0,0
"Slc22a14",0,1,1,0,0,0,0
"Slc22a15",2,13,4,0,3,3,3
"Slc22a17",10,14,10,5,10,12,4
"Slc22a18",1,1,1,1,0,0,1
"Slc22a2",0,1,1,0,0,0,6
"Slc22a21",0,1,2,0,2,0,0
"Slc22a23",5,14,13,1,4,9,6
"Slc22a27",0,0,0,0,0,0,0
"Slc22a28",0,0,0,0,0,0,0
"Slc22a29",0,1,0,0,0,0,0
"Slc22a3",0,4,1,0,0,0,0
"Slc22a30",0,1,0,0,0,0,0
"Slc22a4",2,9,5,0,1,1,1
"Slc22a5",1,9,6,1,2,6,2
"Slc22a6",0,1,1,0,0,1,6
"Slc22a7",0,2,1,0,0,1,0
"Slc22a8",0,3,0,0,0,0,8
"Slc23a1",0,0,0,0,0,0,0
"Slc23a2",12,18,17,5,3,6,3
"Slc23a3",0,3,0,0,0,0,0
"Slc23a4",0,3,0,0,0,1,0
"Slc24a1",0,3,0,0,0,1,0
"Slc24a2",7,16,14,4,3,14,3
"Slc24a3",5,18,16,4,2,8,5
"Slc24a4",2,16,10,1,3,4,1
"Slc24a5",0,1,1,0,0,0,0
"Slc25a1",2,8,8,2,3,6,1
"Slc25a10",2,8,6,0,0,3,0
"Slc25a11",7,9,7,4,4,4,1
"Slc25a12",15,19,18,5,8,13,4
"Slc25a13",2,6,10,2,4,9,1
"Slc25a14",4,16,11,2,1,9,3
"Slc25a15",2,6,4,1,1,3,0
"Slc25a16",4,9,9,2,2,5,3
"Slc25a17",4,8,7,3,3,5,1
"Slc25a18",6,4,1,0,0,1,0
"Slc25a19",3,11,8,1,2,4,0
"Slc25a20",4,6,6,0,2,2,1
"Slc25a21",3,1,0,0,0,0,0
"Slc25a22",3,12,10,2,1,7,1
"Slc25a23",6,9,8,2,4,5,2
"Slc25a24",0,5,1,0,0,1,1
"Slc25a25",1,11,9,1,2,2,2
"Slc25a26",7,15,10,3,2,7,1
"Slc25a27",1,9,7,0,2,6,1
"Slc25a28",2,4,2,1,1,2,1
"Slc25a29",0,1,0,0,0,0,0
"Slc25a3",7,10,8,4,3,6,4
"Slc25a30",0,6,2,0,2,3,0
"Slc25a31",0,3,0,0,0,1,0
"Slc25a32",2,6,6,1,1,5,2
"Slc25a33",5,6,5,1,0,3,0
"Slc25a34",1,1,0,0,0,0,0
"Slc25a35",3,5,1,1,0,3,0
"Slc25a36",4,10,8,3,3,4,2
"Slc25a37",1,3,3,2,1,1,1
"Slc25a38",2,6,2,0,2,5,0
"Slc25a39",5,12,11,2,2,5,3
"Slc25a4",3,3,3,2,2,3,2
"Slc25a40",8,15,15,3,3,8,2
"Slc25a41",0,1,1,0,0,0,0
"Slc25a42",4,9,7,1,2,5,1
"Slc25a43",0,2,1,0,0,0,0
"Slc25a44",2,4,5,0,1,3,0
"Slc25a45",0,2,0,1,1,2,0
"Slc25a46",6,11,8,2,3,8,1
"Slc25a47",0,2,1,0,0,0,0
"Slc25a48",0,1,0,0,0,0,0
"Slc25a5",2,3,3,1,1,3,1
"Slc25a51",2,2,2,1,1,2,2
"Slc25a53",3,10,2,0,0,2,0
"Slc26a1",0,1,0,0,0,0,0
"Slc26a10",2,14,5,1,0,2,1
"Slc26a11",1,8,1,1,2,3,1
"Slc26a2",2,3,3,1,1,2,2
"Slc26a3",0,2,1,0,0,0,0
"Slc26a4",0,20,0,0,0,2,0
"Slc26a5",2,2,0,0,0,0,0
"Slc26a6",11,14,6,2,1,3,3
"Slc26a7",0,12,2,0,0,1,5
"Slc26a8",2,20,4,0,0,1,0
"Slc27a1",14,12,10,1,2,7,1
"Slc27a2",1,9,9,0,0,2,0
"Slc27a3",1,5,1,0,2,2,1
"Slc27a4",3,12,12,0,3,11,2
"Slc27a5",0,2,1,0,0,0,0
"Slc27a6",0,1,0,0,1,0,0
"Slc28a1",0,3,0,0,0,0,0
"Slc28a2",0,0,1,1,0,0,0
"Slc29a1",2,14,10,5,0,4,3
"Slc29a2",2,10,7,0,0,3,0
"Slc29a3",2,5,0,3,0,4,0
"Slc29a4",0,8,2,0,1,1,0
"Slc2a1",3,9,1,2,1,3,1
"Slc2a10",1,1,0,0,0,1,0
"Slc2a12",2,2,0,0,0,1,2
"Slc2a13",2,12,12,3,3,6,1
"Slc2a2",0,2,1,0,0,0,0
"Slc2a3",1,11,10,1,4,7,2
"Slc2a4",1,0,0,0,0,0,0
"Slc2a5",0,0,0,2,0,0,0
"Slc2a6",1,11,6,0,1,4,0
"Slc2a8",4,10,8,0,0,4,2
"Slc2a9",0,1,1,1,1,0,0
"Slc30a1",1,1,1,0,0,1,1
"Slc30a10",4,3,2,0,0,2,1
"Slc30a3",0,10,8,0,0,6,0
"Slc30a4",3,6,6,2,2,5,1
"Slc30a5",7,19,10,3,2,10,2
"Slc30a6",9,17,9,5,4,8,2
"Slc30a7",8,10,10,3,2,8,3
"Slc30a9",13,21,18,6,6,16,5
"Slc31a1",3,4,3,1,0,0,2
"Slc31a2",2,2,1,0,1,2,0
"Slc32a1",0,1,1,0,0,0,0
"Slc33a1",4,5,4,3,1,3,3
"Slc34a1",0,0,0,0,0,0,0
"Slc35a1",4,11,8,1,4,7,5
"Slc35a2",5,7,5,4,4,4,2
"Slc35a3",6,10,7,2,4,5,2
"Slc35a4",3,4,3,1,2,0,0
"Slc35a5",6,7,6,4,3,6,3
"Slc35b1",5,9,8,3,3,7,1
"Slc35b2",0,5,3,0,2,3,0
"Slc35b3",5,17,8,4,3,7,1
"Slc35b4",4,11,8,2,2,7,2
"Slc35c1",0,1,1,0,0,1,0
"Slc35c2",5,11,10,1,2,5,1
"Slc35d1",5,12,9,1,0,5,0
"Slc35d2",3,0,1,1,0,0,1
"Slc35e1",1,8,6,3,1,3,0
"Slc35e2",5,9,5,0,0,3,0
"Slc35e3",1,4,4,0,1,2,0
"Slc35e4",1,1,1,0,1,0,0
"Slc35f1",4,8,6,1,4,4,1
"Slc35f2",0,4,2,0,0,1,1
"Slc35f3",1,8,7,0,0,4,0
"Slc35f4",0,9,6,0,0,3,0
"Slc35f5",3,15,12,1,2,7,0
"Slc35f6",3,5,5,1,1,2,0
"Slc35g1",0,2,0,0,0,0,0
"Slc35g2",1,1,1,0,0,1,1
"Slc36a1",5,11,8,1,2,5,1
"Slc36a2",0,0,0,0,0,0,0
"Slc36a4",3,10,8,0,3,4,2
"Slc37a1",0,14,5,0,0,0,1
"Slc37a2",1,1,1,1,0,0,0
"Slc37a3",6,24,14,3,5,11,2
"Slc37a4",1,11,7,1,0,2,0
"Slc38a1",7,17,17,4,4,9,2
"Slc38a10",4,21,8,6,0,10,4
"Slc38a11",1,2,1,0,0,2,4
"Slc38a2",7,17,16,5,4,15,9
"Slc38a3",15,7,4,0,3,7,2
"Slc38a4",0,2,1,0,0,0,0
"Slc38a5",0,1,0,0,0,0,1
"Slc38a6",8,18,17,5,7,14,6
"Slc38a7",6,13,11,1,2,4,1
"Slc38a8",0,1,2,0,0,0,0
"Slc38a9",9,16,14,5,5,11,3
"Slc39a1",1,3,1,1,1,1,1
"Slc39a10",8,12,9,3,5,9,4
"Slc39a11",3,11,3,0,0,2,0
"Slc39a12",14,8,2,1,0,7,0
"Slc39a13",3,11,10,3,2,8,2
"Slc39a14",6,11,7,2,4,4,0
"Slc39a2",0,3,0,0,0,1,0
"Slc39a3",0,6,0,0,0,1,0
"Slc39a4",0,0,0,1,0,0,0
"Slc39a5",0,2,1,0,0,0,0
"Slc39a6",6,8,6,1,4,5,1
"Slc39a7",1,2,1,0,1,1,0
"Slc39a8",0,6,4,0,0,0,0
"Slc39a9",0,6,6,0,3,3,1
"Slc3a1",0,0,0,0,0,1,0
"Slc3a2",7,9,8,2,2,6,4
"Slc40a1",1,6,3,5,0,0,2
"Slc41a1",3,9,4,1,1,2,0
"Slc41a2",0,9,7,1,2,2,1
"Slc41a3",0,5,0,0,1,1,0
"Slc43a1",0,1,0,0,0,0,0
"Slc43a2",4,18,10,1,1,10,1
"Slc43a3",1,1,0,1,0,1,1
"Slc44a1",12,21,17,6,12,19,6
"Slc44a2",8,22,13,4,2,7,3
"Slc44a3",2,0,0,0,0,0,0
"Slc44a4",0,6,1,1,0,0,0
"Slc44a5",2,17,18,0,4,7,1
"Slc45a1",0,9,8,0,3,3,2
"Slc45a2",0,1,1,0,0,0,0
"Slc45a3",0,0,0,0,0,1,0
"Slc45a4",1,9,7,2,2,4,0
"Slc46a1",1,2,2,1,1,0,0
"Slc46a3",2,6,3,4,1,2,0
"Slc47a1",0,2,0,0,0,0,8
"Slc47a2",0,0,0,0,0,0,0
"Slc48a1",2,2,2,2,1,2,0
"Slc49a4",4,8,7,3,4,5,0
"Slc4a10",11,33,30,9,14,22,15
"Slc4a11",1,10,1,0,0,1,0
"Slc4a1ap",11,15,14,4,3,11,2
"Slc4a2",7,20,13,2,3,17,2
"Slc4a3",12,28,25,6,9,14,6
"Slc4a4",28,30,28,3,10,23,9
"Slc4a5",0,0,0,0,0,0,0
"Slc4a7",11,26,23,11,13,14,3
"Slc4a8",11,25,24,4,7,15,1
"Slc4a9",0,4,4,0,0,0,0
"Slc50a1",3,10,6,3,2,5,2
"Slc51a",0,1,0,1,0,0,0
"Slc52a2",0,4,4,1,1,0,0
"Slc5a10",0,2,0,2,0,0,0
"Slc5a11",3,0,2,0,1,4,0
"Slc5a12",0,0,0,0,0,0,0
"Slc5a2",0,2,0,0,0,0,0
"Slc5a3",0,0,0,0,0,0,0
"Slc5a4b",0,0,0,0,0,0,0
"Slc5a5",0,5,0,0,0,1,2
"Slc5a6",4,15,11,1,3,2,3
"Slc5a7",0,0,2,0,0,1,0
"Slc5a8",0,2,0,0,0,0,0
"Slc66a1",1,8,7,2,0,5,1
"Slc66a2",1,6,2,0,2,0,1
"Slc6a1",15,13,16,0,9,11,4
"Slc6a11",13,13,7,0,2,5,1
"Slc6a12",0,0,0,0,0,0,1
"Slc6a13",0,5,3,1,0,0,11
"Slc6a15",3,13,10,0,0,2,0
"Slc6a16",0,3,1,0,0,1,0
"Slc6a17",2,16,13,2,2,7,1
"Slc6a18",0,0,0,0,0,0,0
"Slc6a19",0,0,0,0,0,0,0
"Slc6a20a",0,3,0,0,0,1,9
"Slc6a20b",0,1,0,0,0,0,1
"Slc6a21",0,1,0,0,0,0,0
"Slc6a3",0,0,1,0,0,0,0
"Slc6a5",0,0,1,0,0,0,0
"Slc6a6",1,17,14,6,3,11,5
"Slc6a7",1,13,9,0,0,4,0
"Slc6a8",6,12,9,0,2,6,2
"Slc6a9",6,12,11,0,1,15,0
"Slc7a1",0,12,10,2,2,1,1
"Slc7a10",12,7,4,1,5,6,2
"Slc7a11",13,9,2,0,0,6,10
"Slc7a14",0,7,6,1,2,1,0
"Slc7a2",12,6,5,1,3,5,7
"Slc7a3",1,11,9,0,4,3,1
"Slc7a4",2,11,6,2,2,5,0
"Slc7a5",3,9,9,0,1,1,2
"Slc7a6",1,13,9,2,2,9,0
"Slc7a6os",2,5,5,2,1,2,2
"Slc7a7",0,1,0,5,1,0,0
