"","B cells","CDIC-A","CDIC-B","CDPC","Connecting tubule cells","DCT","Dendritic cells","Endothelial cells","Mesenchymal cells","PCT","PST","Podocytes","Proximal tubule cells","T cells","T regulatory cells","Thick ascending limb (LOH)","Thin ascending limb (LOH)","Thin descending limb (LOH)"
"Abi3",0,1,1,2,1,2,2,6,4,4,5,1,6,0,0,5,0,1
"Abi3bp",1,5,3,10,2,13,5,20,21,22,26,4,18,2,5,16,8,4
"Abitram",1,1,2,2,2,3,1,4,5,5,6,0,5,0,0,6,0,2
"Abl1",0,5,6,8,2,11,4,11,11,11,10,3,10,1,1,12,6,5
"Abl2",0,2,4,4,1,9,5,12,12,11,12,1,10,1,1,10,2,2
"Ablim1",5,9,10,17,5,19,15,23,24,25,27,7,22,5,2,22,6,11
"Ablim2",0,1,2,3,0,5,2,8,8,4,7,0,5,0,0,6,1,0
"Ablim3",1,0,1,1,1,0,0,2,2,4,8,0,6,0,0,1,1,0
"Abr",1,4,4,14,2,15,7,18,18,20,19,2,21,3,3,18,10,6
"Abracl",2,2,2,2,1,3,1,4,3,2,3,1,3,1,1,3,1,1
"Abraxas1",1,4,5,5,1,8,6,7,8,10,9,4,10,3,1,7,6,6
"Abraxas2",2,5,3,7,2,8,5,9,7,8,8,3,7,1,3,7,5,5
"Abt1",0,1,0,0,0,1,0,2,2,2,2,0,1,0,0,1,0,1
"Abtb1",0,0,1,4,1,6,0,7,6,8,9,0,8,0,0,8,1,1
"Abtb2",0,0,3,3,0,3,0,9,3,5,7,1,5,0,0,4,2,1
"Acaa1a",3,5,5,7,4,9,6,7,8,9,9,5,9,4,5,8,5,4
"Acaa1b",3,7,5,7,4,10,6,9,9,8,9,6,9,5,3,9,6,7
"Acaa2",2,6,5,9,2,9,9,9,9,9,9,7,9,6,3,9,8,6
"Acaca",2,7,7,17,1,21,6,28,27,26,32,4,29,3,1,25,10,6
"Acacb",4,4,6,17,1,26,12,33,29,31,34,9,29,4,3,30,8,7
"Acad10",2,6,3,10,6,17,5,14,15,15,15,5,16,3,2,18,3,4
"Acad11",1,6,10,12,2,18,8,17,17,16,17,8,16,2,1,16,7,12
"Acad12",2,1,0,2,0,2,4,6,7,3,5,0,6,0,0,5,0,1
"Acad8",0,3,3,6,0,6,6,11,7,9,10,2,8,1,1,7,4,3
"Acad9",2,9,7,14,4,13,9,13,15,14,16,6,14,3,2,16,7,3
"Acadl",8,9,10,10,10,10,10,11,11,10,12,11,10,8,6,10,10,10
"Acadm",10,11,10,12,11,12,12,13,13,11,12,12,12,10,10,11,10,11
"Acads",1,5,4,8,1,9,4,9,8,9,9,4,9,2,1,8,5,5
"Acadsb",6,7,6,10,2,10,10,10,11,10,10,5,11,5,2,10,10,9
"Acadvl",8,13,9,19,6,18,18,19,19,19,19,10,19,9,8,18,14,11
"Acap1",0,0,1,5,0,4,5,7,3,6,6,2,5,1,1,5,2,0
"Acap2",5,13,12,20,4,21,13,22,21,21,22,7,21,7,6,22,13,10
"Acap3",0,2,1,4,1,9,2,10,8,8,15,1,8,0,0,13,2,0
"Acat1",11,11,11,11,8,12,11,11,13,12,13,10,13,10,8,11,11,13
"Acat2",1,3,2,3,0,3,2,4,5,4,6,1,4,1,0,5,1,3
"Acat3",1,3,3,2,1,5,2,5,3,4,5,2,5,1,1,5,2,1
"Acbd3",5,4,5,6,2,6,5,7,7,6,7,4,7,3,3,7,6,5
"Acbd4",2,5,4,11,1,11,7,12,13,11,14,5,13,1,1,11,5,4
"Acbd5",8,10,12,14,6,14,14,18,16,18,17,10,17,11,6,15,12,11
"Acbd6",3,7,7,8,4,7,5,8,10,7,9,7,9,5,2,9,7,6
"Acbd7",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
"Accs",0,1,1,1,2,2,2,6,6,4,5,1,7,1,0,5,2,2
"Accsl",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Acd",2,4,5,8,4,10,4,7,8,8,10,3,10,5,3,9,4,4
"Ace",2,9,8,17,1,18,9,23,22,21,24,7,18,5,2,24,9,6
"Ace2",2,5,6,11,3,13,7,16,17,17,17,5,16,7,3,14,7,8
"Acer2",0,2,3,5,1,5,2,7,6,5,7,1,6,1,2,5,2,2
"Acer3",1,6,1,7,0,7,5,10,9,9,11,1,6,2,1,9,3,4
"Ache",0,0,0,1,0,2,1,3,2,2,3,1,1,0,0,2,0,1
"Acin1",13,20,22,22,8,27,20,30,26,27,30,16,31,15,10,26,17,20
"Ackr2",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Ackr3",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
"Ackr4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acly",5,10,8,11,2,21,11,23,21,22,27,5,23,1,2,25,12,10
"Acmsd",2,5,8,7,4,11,8,10,10,10,11,5,11,4,4,10,9,7
"Acnat1",0,2,2,5,2,6,3,8,3,7,7,2,6,2,1,8,4,3
"Acnat2",2,3,3,4,2,3,4,5,4,4,4,2,5,2,3,4,5,2
"Aco1",3,11,12,18,5,18,14,20,21,21,20,13,21,6,5,20,13,11
"Aco2",9,18,15,17,7,18,19,18,18,19,19,12,18,13,7,18,18,13
"Acot1",0,0,0,0,0,0,0,2,2,2,0,0,2,0,0,0,0,0
"Acot11",0,1,1,4,0,3,3,5,5,10,11,1,6,0,0,5,0,0
"Acot12",8,10,11,14,7,15,14,16,15,16,16,8,16,7,5,15,12,11
"Acot13",2,2,2,2,2,2,2,3,3,3,3,3,3,2,3,3,2,2
"Acot2",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Acot3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acot4",0,1,0,0,0,2,0,2,2,2,2,0,1,0,0,2,2,1
"Acot5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acot6",0,0,0,1,0,1,0,2,2,2,2,1,2,0,0,2,1,1
"Acot7",2,5,2,4,1,3,1,7,5,8,6,1,6,0,0,7,2,2
"Acot8",3,2,3,5,1,5,6,6,6,6,7,3,6,2,1,7,4,2
"Acot9",8,8,5,14,5,14,12,16,14,14,15,11,13,8,4,15,10,9
"Acox1",6,15,13,16,7,17,15,17,17,17,18,14,17,11,3,17,15,14
"Acox2",5,6,10,12,4,19,10,15,14,15,19,6,16,3,4,16,7,8
"Acox3",6,14,14,22,8,22,19,22,22,24,22,12,22,6,6,23,17,15
"Acoxl",0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
"Acp1",2,2,1,1,1,4,3,4,4,4,5,2,3,2,1,5,1,2
"Acp2",0,3,1,5,0,6,5,7,9,7,9,0,7,1,1,9,4,2
"Acp4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acp5",1,0,0,1,0,2,1,3,4,2,2,0,2,0,0,2,0,0
"Acp6",6,4,8,8,2,10,7,10,9,10,10,5,10,4,1,11,7,7
"Acpp",0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,1,0,0
"Acr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acrbp",1,2,1,3,0,3,2,3,2,6,5,1,2,2,1,3,2,1
"Acrv1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Acsbg1",0,0,0,0,0,0,1,1,0,2,1,0,1,0,0,0,0,0
"Acsbg3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acsf2",1,3,3,4,0,5,2,8,7,8,11,2,9,1,0,6,1,1
"Acsf3",0,1,3,6,0,5,5,10,6,9,8,2,8,0,2,8,2,1
"Acsl1",7,11,12,19,5,19,15,22,21,21,21,9,22,8,8,21,15,10
"Acsl3",1,7,5,7,2,13,6,13,10,13,13,6,12,2,0,12,8,7
"Acsl4",3,6,6,12,3,13,10,15,14,15,17,3,15,5,1,13,9,6
"Acsl5",5,8,8,16,3,19,13,20,20,19,20,6,21,7,4,20,13,7
"Acsl6",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"Acsm1",6,12,13,12,7,17,13,13,16,16,16,8,16,8,7,14,12,10
"Acsm2",11,15,13,17,13,15,15,18,17,17,18,14,17,14,14,18,15,15
"Acsm3",15,16,16,19,7,20,16,19,20,21,22,15,20,12,13,19,19,14
"Acsm4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Acsm5",6,9,10,14,4,15,10,15,14,17,15,5,16,4,6,15,11,9
"Acss1",5,6,7,14,2,12,9,12,14,12,14,6,14,3,0,13,9,5
"Acss2",4,12,8,16,6,16,10,18,18,20,18,8,16,7,5,19,11,6
"Acss3",2,2,2,5,1,8,3,12,11,8,14,3,11,2,0,12,3,3
"Acta1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acta2",0,2,4,4,1,6,3,7,5,6,8,2,6,0,1,4,1,1
"Actb",4,5,5,6,4,5,5,5,5,5,5,5,5,5,4,5,5,5
"Actg1",4,5,5,5,3,5,4,5,5,5,5,5,5,4,2,5,5,5
"Actg2",0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
"Actl6a",3,3,2,12,0,11,9,12,12,11,14,8,12,2,0,12,4,7
"Actl6b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Actn1",3,3,5,10,2,12,7,15,12,14,19,4,15,5,4,14,5,4
"Actn2",1,0,0,0,0,1,2,2,2,3,1,1,1,0,0,1,0,1
"Actn3",0,0,0,0,0,3,0,1,1,1,1,0,2,0,1,1,1,0
"Actn4",6,9,12,17,3,19,10,22,21,22,21,8,20,8,6,21,14,13
"Actr10",2,8,4,10,3,12,8,12,12,11,12,2,12,5,1,11,7,4
"Actr1a",4,5,5,9,3,7,6,9,10,10,11,3,11,1,1,10,3,4
"Actr1b",4,5,4,8,3,9,6,8,10,8,10,4,8,4,1,9,7,3
"Actr2",1,5,5,7,2,8,7,8,8,8,9,4,9,3,2,8,6,5
"Actr3",3,6,7,8,4,11,6,12,12,11,11,6,10,0,4,10,7,6
"Actr3b",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Actr5",0,3,3,3,0,5,3,4,5,3,6,1,5,1,2,3,1,2
"Actr6",2,4,4,6,1,10,10,12,11,11,12,6,11,1,2,11,4,4
"Actr8",2,6,3,9,1,9,3,11,9,13,12,5,10,4,3,11,5,5
"Acvr1",2,3,7,5,1,9,4,9,9,10,10,2,9,1,0,9,4,1
"Acvr1b",2,3,2,5,0,4,1,8,7,8,7,0,8,1,1,7,3,1
"Acvr1c",0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0
"Acvr2a",2,4,5,6,2,9,6,9,9,9,10,3,9,2,2,10,6,4
"Acvr2b",5,3,3,7,1,9,4,7,7,7,9,2,9,3,2,9,5,2
"Acvrl1",1,3,1,5,1,5,5,7,9,11,7,1,6,1,0,8,2,4
"Acy1",6,8,10,9,2,16,8,15,13,15,14,8,12,4,3,15,8,7
"Acy3",6,8,8,10,7,8,8,11,9,10,9,8,9,6,8,10,7,8
"Acyp1",1,1,1,3,0,2,2,3,3,3,3,2,3,2,2,3,2,1
"Acyp2",1,3,1,3,1,3,3,3,3,3,3,3,3,2,1,3,2,2
"Ada",0,0,1,3,1,6,2,5,5,5,6,3,4,0,1,3,1,1
"Adad1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Adal",0,3,2,7,0,7,6,9,10,11,12,5,10,2,3,12,4,1
"Adam10",3,12,9,13,4,15,12,15,14,15,14,8,15,3,2,16,5,11
"Adam11",0,2,3,6,0,7,3,15,11,11,19,2,10,1,0,12,2,5
"Adam12",0,2,2,7,1,7,6,9,11,10,13,3,8,2,1,12,2,2
"Adam15",4,9,10,19,3,20,12,27,23,21,28,9,21,7,2,25,8,9
"Adam17",3,8,2,14,1,17,10,17,17,16,19,4,17,3,1,15,7,8
"Adam19",2,4,4,7,1,8,6,11,11,13,19,1,16,1,1,11,6,2
"Adam2",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
"Adam22",0,6,1,11,1,14,7,16,16,12,22,3,16,2,1,14,2,2
"Adam23",0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0
"Adam28",0,0,0,1,0,1,0,3,1,3,3,0,2,1,0,3,0,0
"Adam32",0,0,0,1,0,1,1,3,4,6,1,2,5,0,0,5,0,1
"Adam33",0,1,1,2,0,0,4,3,1,0,4,0,2,0,0,1,1,2
"Adam5",0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,2,0,0
"Adam8",0,0,0,1,0,1,0,5,3,2,4,0,3,0,0,2,0,2
"Adam9",2,11,10,13,1,17,9,21,18,21,22,4,18,3,6,19,11,3
"Adamdec1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Adamts1",1,2,4,6,1,7,7,7,8,7,7,4,7,3,1,8,6,5
"Adamts10",2,7,5,12,0,16,7,18,22,18,23,7,22,4,3,16,5,6
"Adamts12",1,0,2,8,0,8,2,11,9,10,11,2,12,1,1,9,2,2
"Adamts13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adamts14",1,1,0,4,0,3,1,5,4,3,11,0,4,0,1,5,1,1
"Adamts15",1,1,1,5,0,3,3,7,5,6,6,1,4,2,2,5,3,1
"Adamts16",0,1,1,3,0,7,3,5,6,7,10,2,7,2,0,8,3,2
"Adamts17",0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,2,0,0
"Adamts18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Adamts2",0,0,1,2,1,4,2,3,3,4,6,0,2,0,0,3,0,1
"Adamts20",0,0,0,1,0,0,0,1,0,1,3,0,0,0,0,2,0,0
"Adamts3",0,0,0,2,0,1,0,4,3,1,4,0,1,0,0,2,1,1
"Adamts4",0,0,1,1,0,1,0,1,3,1,1,0,2,0,0,2,0,0
"Adamts5",1,4,4,7,1,7,6,7,7,7,7,5,7,2,3,7,3,4
"Adamts6",2,7,5,16,1,17,11,22,24,18,26,4,25,6,2,23,8,7
"Adamts7",0,1,2,2,0,3,1,8,5,5,5,1,6,0,0,5,2,2
"Adamts8",0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
"Adamts9",6,12,16,23,1,31,19,31,35,34,36,13,36,9,4,34,18,13
"Adamtsl1",1,4,3,9,0,13,5,12,11,8,13,1,10,1,2,13,2,1
"Adamtsl2",2,3,2,6,0,7,4,12,13,14,9,2,11,2,0,12,1,2
"Adamtsl3",0,1,0,2,0,0,0,2,3,0,3,0,2,0,0,2,1,1
"Adamtsl4",0,0,1,2,0,1,1,1,3,4,2,0,2,0,0,2,0,0
"Adamtsl5",0,0,0,1,0,1,0,2,5,4,2,1,1,0,0,2,0,0
"Adap1",3,1,0,4,1,8,4,8,7,9,9,0,8,3,0,7,1,3
"Adap2",3,7,8,8,1,10,8,10,10,10,10,5,10,3,3,11,7,5
"Adar",3,3,3,8,1,9,3,12,12,10,11,1,11,1,0,15,4,3
"Adarb1",2,2,3,4,0,4,4,9,8,7,9,1,12,1,0,3,4,1
"Adat1",0,4,3,2,1,3,4,6,7,8,7,1,5,3,0,5,2,1
"Adat2",0,4,0,3,0,6,4,4,5,4,6,1,5,1,0,5,4,3
"Adck1",1,0,3,4,1,4,1,8,6,7,11,1,6,1,0,8,1,2
"Adck2",0,0,2,4,1,3,0,2,4,5,4,2,4,0,1,5,2,1
"Adck5",3,4,2,8,2,11,5,11,11,12,13,6,11,2,2,12,4,7
"Adcy1",0,0,3,5,0,8,1,7,3,11,11,0,9,1,0,3,1,1
"Adcy10",0,0,0,2,0,3,1,8,2,2,2,0,4,0,0,3,0,0
"Adcy2",0,0,0,0,0,1,0,0,2,2,2,0,0,0,0,0,0,0
"Adcy3",0,0,0,3,0,3,4,5,2,3,4,0,2,1,1,5,0,0
"Adcy4",3,3,6,8,2,5,8,13,10,16,12,3,13,4,2,10,5,3
"Adcy5",0,0,1,2,1,0,1,3,3,8,3,0,7,0,0,5,0,0
"Adcy6",5,11,6,19,2,19,12,20,18,20,21,8,19,3,2,20,13,9
"Adcy7",0,1,1,2,0,6,1,6,5,5,5,2,4,1,0,6,0,1
"Adcy8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Adcy9",1,2,1,3,0,2,3,6,7,5,7,1,5,0,0,6,1,2
"Adcyap1r1",0,0,0,0,1,1,0,0,1,1,2,0,2,0,0,4,0,0
"Add1",7,12,9,15,5,13,10,17,18,18,17,9,17,4,4,16,12,10
"Add2",0,0,0,0,0,1,1,2,1,1,1,0,1,0,0,1,1,0
"Add3",7,10,12,16,7,15,10,18,19,21,22,9,18,9,3,18,13,7
"Adgb",0,2,2,5,0,1,2,6,3,8,7,0,7,0,1,4,2,2
"Adgra1",0,1,1,1,0,2,2,1,1,2,2,0,3,1,0,1,1,1
"Adgra2",2,1,2,5,1,5,5,13,10,11,9,2,12,1,0,11,5,0
"Adgra3",5,6,8,14,5,17,10,18,15,17,18,10,17,5,2,19,6,8
"Adgrb2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adgrb3",0,0,1,0,0,0,0,3,2,1,3,0,2,0,0,3,0,0
"Adgrd1",0,0,0,0,0,1,3,1,0,0,0,1,2,0,0,0,0,0
"Adgre1",0,2,1,4,0,7,3,2,7,3,10,0,4,1,0,5,2,0
"Adgre4",0,0,1,0,0,3,1,4,2,1,4,0,2,0,0,4,0,0
"Adgre5",3,5,4,8,1,16,6,16,18,16,19,2,15,1,2,17,3,4
"Adgrf1",0,0,3,6,2,4,2,11,10,8,13,1,7,1,0,6,2,0
"Adgrf2",0,0,0,1,0,0,1,2,0,1,0,0,0,1,0,1,0,1
"Adgrf3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adgrf4",0,0,0,0,0,0,0,4,1,4,2,0,2,0,0,3,0,0
"Adgrf5",6,11,13,21,8,22,16,21,23,22,23,8,23,1,1,24,15,14
"Adgrg1",2,7,9,8,2,13,7,14,14,13,14,4,14,5,4,16,4,4
"Adgrg2",0,0,0,0,0,1,0,2,2,1,1,0,1,0,0,1,1,0
"Adgrg3",0,0,2,3,0,2,3,4,3,5,4,1,6,1,1,5,1,1
"Adgrg4",1,1,1,2,1,2,0,2,2,3,2,0,3,0,0,2,0,1
"Adgrg5",0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0
"Adgrg6",0,3,2,3,0,5,3,8,4,11,14,1,6,1,0,8,1,3
"Adgrg7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adgrl1",1,3,4,6,1,13,2,12,11,12,19,1,11,2,2,11,4,3
"Adgrl2",4,5,10,12,1,15,8,23,22,17,25,6,19,5,4,18,11,5
"Adgrl3",0,0,0,4,0,5,1,3,5,2,4,0,2,0,0,2,1,1
"Adgrl4",6,10,9,14,4,13,13,14,14,16,16,7,16,5,4,15,9,8
"Adgrv1",1,2,3,7,1,11,4,15,15,19,19,1,11,1,0,13,0,2
"Adh1",3,7,5,8,3,8,6,8,8,8,8,3,8,4,4,8,6,4
"Adh4",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Adh5",4,5,8,8,4,9,7,8,8,8,9,4,9,3,3,8,7,5
"Adh6a",0,0,0,1,0,2,0,3,2,3,1,1,0,0,0,2,2,0
"Adh6b",1,0,2,2,0,1,1,2,4,2,4,0,1,0,0,3,0,2
"Adh7",1,0,0,1,0,0,0,3,1,1,1,0,1,0,0,1,1,1
"Adhfe1",7,10,12,12,5,16,13,16,15,14,16,10,15,6,5,16,10,12
"Adi1",1,2,0,1,0,3,3,3,3,3,3,1,3,0,0,3,1,1
"Adig",0,0,0,0,0,3,0,1,1,2,2,1,1,0,0,2,0,0
"Adipoq",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adipor1",5,5,5,6,3,8,7,8,9,8,8,2,8,2,1,8,6,3
"Adipor2",1,2,4,5,1,7,3,6,7,7,7,1,8,3,1,7,4,3
"Adk",7,10,12,12,3,12,13,13,13,13,14,9,13,6,5,15,7,8
"Adm",0,0,1,1,1,2,2,2,2,2,2,0,1,0,0,3,0,1
"Adm2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adnp",0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1
"Adnp2",1,1,2,1,1,3,2,3,2,2,3,2,3,0,0,3,0,1
"Adora1",0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
"Adora2a",0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0
"Adora2b",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Adpgk",2,3,1,2,0,4,4,5,3,4,6,2,6,2,1,4,3,2
"Adprh",0,0,0,1,0,2,1,1,2,2,2,0,2,0,0,2,0,1
"Adprhl1",0,0,0,0,0,0,2,1,0,2,0,0,1,0,0,1,0,0
"Adprm",1,2,1,3,2,4,3,5,4,4,3,2,3,1,2,5,2,3
"Adprs",0,0,0,4,0,2,0,4,3,2,3,0,3,1,0,3,3,2
"Adra1a",0,0,1,2,0,1,2,4,2,2,6,0,3,0,0,3,0,0
"Adra1b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adra2a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adrb1",1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0
"Adrb3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adrm1",2,4,4,7,2,6,4,8,6,8,9,5,6,2,2,9,6,5
"Adsl",2,3,5,9,3,9,4,11,13,10,9,3,10,0,0,6,6,4
"Adss",5,8,8,12,6,12,11,13,12,13,13,9,13,7,2,12,9,9
"Adssl1",0,2,1,1,1,2,1,2,5,2,1,0,2,0,0,4,1,0
"Adtrp",2,4,4,5,2,5,5,5,6,7,5,3,5,4,1,5,5,4
"Aebp1",0,3,2,7,1,10,7,15,14,13,15,3,10,3,1,17,2,1
"Aebp2",1,6,3,7,1,7,6,10,8,10,9,4,8,4,0,10,7,4
"Aen",1,1,1,4,1,6,2,3,2,2,4,1,5,1,0,6,1,3
"Afap1",4,8,5,16,2,14,9,16,15,15,18,6,16,7,4,16,7,8
"Afap1l1",1,5,3,9,0,8,7,12,13,12,14,5,15,2,0,12,6,4
"Afap1l2",2,1,4,11,2,15,7,16,13,14,15,1,11,2,1,13,5,4
"Afdn",15,23,19,34,15,33,31,38,36,36,41,19,38,20,15,36,25,23
"Aff1",4,9,9,14,5,18,11,21,18,20,20,6,20,6,4,22,9,9
"Aff2",0,0,2,1,0,1,1,3,3,3,4,0,4,1,0,0,1,1
"Aff3",0,0,2,1,0,5,2,4,3,4,7,0,5,1,0,2,0,0
"Aff4",7,13,13,17,6,20,16,20,20,21,21,4,21,7,4,22,13,14
"Afg1l",3,5,6,7,3,10,7,11,13,12,12,6,12,1,1,12,8,6
"Afg3l1",5,6,6,10,3,12,9,15,14,14,14,4,11,4,3,14,6,5
"Afg3l2",6,9,10,16,3,16,15,18,15,17,17,7,16,5,4,16,14,10
"Afm",8,8,8,10,7,12,10,16,16,16,15,11,14,5,6,14,11,9
"Afmid",0,0,2,5,1,5,2,5,6,5,6,2,5,2,1,6,1,2
"Afp",1,2,1,3,1,4,3,6,5,4,3,1,3,1,0,4,1,2
"Aftph",4,5,3,8,4,9,4,9,8,8,11,1,9,1,3,9,5,5
"Aga",2,6,5,9,2,10,8,8,10,9,9,6,8,3,3,8,8,6
"Agap1",3,8,10,17,3,15,10,19,18,17,18,8,17,5,1,20,11,7
"Agap2",0,0,0,0,0,2,0,2,1,3,2,0,2,0,0,3,0,0
"Agap3",0,2,2,10,0,9,4,10,9,13,14,2,11,1,1,10,3,4
"Agbl1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Agbl2",0,0,0,0,0,5,2,3,2,2,2,0,2,1,0,1,1,0
"Agbl3",1,2,2,8,0,7,3,15,11,9,17,1,12,1,1,13,5,3
"Agbl4",0,1,1,2,0,3,0,4,4,3,4,1,5,0,0,3,2,0
"Agbl5",2,2,3,7,0,10,6,14,11,10,12,1,14,4,1,13,5,2
"Ager",1,0,2,1,0,2,1,3,4,3,6,1,1,1,1,3,0,2
"Agfg1",1,5,5,10,2,12,7,16,16,11,15,5,13,4,3,14,8,5
"Agfg2",1,5,4,7,0,8,4,9,8,10,11,2,10,1,1,8,5,2
"Aggf1",1,8,8,13,2,13,9,13,13,12,13,6,13,9,5,13,9,9
"Agk",1,2,2,4,1,6,4,10,6,7,5,1,7,1,2,6,1,1
"Agl",5,18,14,25,4,27,19,31,31,27,33,11,30,8,3,28,19,15
"Agmat",0,2,1,2,1,1,2,1,2,2,2,1,3,1,0,2,0,1
"Agmo",0,1,0,2,1,7,2,6,6,6,9,0,6,0,0,9,1,3
"Ago1",0,6,4,9,2,13,8,11,13,14,16,3,15,3,1,14,5,2
"Ago2",3,6,6,12,4,13,9,17,16,16,15,7,17,5,4,15,8,6
"Ago3",3,4,4,11,1,16,6,18,19,19,20,6,17,1,3,18,12,6
"Ago4",0,2,0,7,1,8,4,11,8,6,11,2,11,1,0,9,2,2
"Agpat1",1,2,1,8,0,6,3,7,8,6,6,1,7,3,1,8,1,2
"Agpat2",1,0,2,0,0,3,0,4,3,4,4,0,4,1,0,4,1,1
"Agpat3",6,7,9,10,5,11,8,13,12,11,12,8,12,5,4,13,7,8
"Agpat4",1,3,3,2,0,6,1,4,6,6,6,0,6,2,0,5,0,0
"Agpat5",1,3,4,6,2,7,5,7,7,7,7,1,7,3,1,7,4,6
"Agps",4,14,15,19,9,19,18,21,21,20,20,14,21,14,9,19,18,14
"Agr2",0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
"Agrn",6,13,13,22,3,30,17,33,31,32,35,7,32,4,4,33,13,16
"Agrp",0,0,0,0,0,0,0,0,1,2,1,0,2,1,0,0,0,0
"Agt",0,1,1,2,1,3,2,2,1,3,2,1,2,0,1,3,2,1
"Agtpbp1",5,12,11,21,6,25,16,31,28,34,31,9,26,9,5,29,11,12
"Agtr1a",1,1,2,1,1,2,1,3,2,5,1,1,1,1,1,1,1,1
"Agtrap",1,2,1,3,1,2,1,3,3,3,4,2,3,2,0,4,2,0
"Agxt2",2,5,9,11,0,11,10,12,11,11,12,3,11,3,1,12,10,9
"Ahctf1",8,17,16,27,5,33,18,34,36,32,38,12,37,8,4,32,25,17
"Ahcy",2,2,2,4,1,5,2,5,4,5,6,0,4,0,2,4,4,0
"Ahcyl1",8,14,11,18,5,19,18,19,19,18,19,14,18,8,6,19,15,11
"Ahcyl2",4,15,13,23,5,24,15,26,23,24,24,11,25,10,6,24,17,14
"Ahdc1",1,1,1,4,1,4,3,11,9,8,11,1,5,1,0,9,3,3
"Ahi1",4,9,4,13,2,15,6,17,19,16,19,8,18,2,1,18,6,2
"Ahnak",0,3,1,4,1,8,4,6,7,7,6,3,6,3,2,7,3,1
"Ahnak2",0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0
"Ahr",1,2,2,5,1,7,3,7,7,7,7,3,7,1,1,6,1,2
"Ahrr",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
"Ahsa1",1,4,4,7,1,8,5,7,8,7,6,3,7,2,2,7,4,2
"Ahsa2",4,7,4,9,3,9,9,8,8,8,10,7,9,3,1,8,8,6
"AI182371",0,0,0,0,0,1,1,2,2,2,2,1,2,0,0,3,0,3
"AI413582",1,2,3,4,1,3,2,4,5,5,5,2,5,2,1,5,2,2
